title,authors,source,date,database,quote,download
国内政府职能转变研究的热点主题、前沿变迁与展望——基于CSSCI来源文献(1998—2019)的可视化知识图谱分析,['郭燕芬'],兰州学刊,2021-04-15,期刊,1,803

智慧城市领域CNKI期刊文献分析,['谷浩宇'],韶关学院学报,2021-04-15,期刊,,29

国内旅游购物研究基本特征、主题脉络与发展进程——综合运用CiteSpace和VOSviewer的知识图谱分析,"['张洪', '方文杰', '丁娟', '陶柳延']",合肥工业大学学报(社会科学版),2021-04-15,期刊,,222

我国少数民族双语教育研究热点回顾与未来展望——基于核心期刊论文的知识图谱分析,['王娜'],西藏发展论坛,2021-04-15,期刊,1,181

中国企业声誉研究的演进脉络与展望——基于CiteSpace软件的可视化分析,"['符加林', '张依梦', '张怡然']",郑州轻工业大学学报(社会科学版),2021-04-15,期刊,,73

基于CiteSpace的国内外智慧农业研究进展,"['杨道邦', '林婕虹', '邓杰', '邓保国']",广东农业科学,2021-04-15,期刊,,191

我国“体教融合”研究进展的知识图谱分析,"['郑超', '何敏学']",湖北体育科技,2021-04-15,期刊,,397

基于CiteSpace的我国体育竞赛表演产业研究可视化分析,['叶晨曦'],乐山师范学院学报,2021-04-15,期刊,,76

基于知识图谱的乡村振兴研究热点与趋势分析,"['段园园', '林树文', '许标文', '曾玉荣']",台湾农业探索,2021-04-15,期刊,,56

基于CiteSpace的瓦斯灾害智能预警文献可视化分析,"['谷雷', '朱权洁', '李莹莹', '张尔辉', '张震']",华北科技学院学报,2021-04-15,期刊,,90

国内图书情报领域智库研究主题分析,['孟昕宇'],晋图学刊,2021-04-15,期刊,,92

我国科学传播研究的脉络演进(1998-2020)——基于科学知识图谱的可视化分析,['郑博临'],文化与传播,2021-04-15,期刊,,61

当代世界漆研究前沿与动态——基于Citespace的可视化图谱分析,"['尤良洁', '潘天波']",山东工艺美术学院学报,2021-04-15,期刊,,29

Corruption in Construction Projects: Bibliometric Analysis of Global Research,[],['Sustainability'],2021-04-15,外文期刊,,

我国儿童权利研究的知识图谱及趋势探析,"['杨川', '谭婧']",少年儿童研究,2021-04-15,期刊,,70

title,authors,source,date,database,quote,download

近四十年来中国品牌传播研究的知识图谱体系建构——基于中国知网（CNKI）的数据可视化分析,"['韩红星', '朱逸航']",现代广告,2021-04-15,期刊,,121

中外程序化广告研究的现状与趋势——基于CNKI与WOS的知识图谱分析,['周承远'],现代广告,2021-04-15,期刊,,115

近十年我国幼儿园区域活动的研究热点与展望——基于Cite Space的可视化分析,"['许佳绿', '王春燕']",教育导刊(下半月),2021-04-15,期刊,,140

基于Cite Space分析中医药治疗股骨头坏死的研究热点与发展趋势,"['张琪', '曹林忠', '蒋玮', '马学强']",实用中医内科杂志,2021-04-14,期刊,,249

国外幸福研究的“知识图景”：热点、网络与结构,"['颜军', '朱旭']",国外社会科学前沿,2021-04-14,期刊,,185

Knowledge Graphs for COVID-19: An Exploratory Review of the Current Landscape,[],"['Journal', 'of', 'Personalized', 'Medicine']",2021-04-14,外文期刊,,

我国网络舆情与网络意识形态研究的可视化关联分析,"['郑威', '夏一雪']",情报探索,2021-04-13,期刊,,372

基于事理知识图谱的舆情推演方法,"['于强', '徐志栋', '时斌', '魏伟', '任鹏程']",计算机系统应用,2021-04-13,期刊,1,334

基于CiteSpace的中医药治疗眩晕的知识图谱分析,"['林巧', '何庆勇', '但文超', '王迪']",世界科学技术-中医药现代化,2021-04-12,期刊,,786

基于知识图谱的国内气排球分析,"['许延威', '韦硕']",四川体育科学,2021-04-12,期刊,,212

基于CiteSpace的高分子实验课程研究知识图谱分析,"['黄雪英', '来再提·阿斯拜克', '马梦迪', '曹郁']",华中师范大学学报(自然科学版),2021-04-12,期刊,,255

基于卷积神经网络的知识图谱补全方法研究,"['王维美', '陈恒', '史一民', '李冠宇']",计算机应用与软件,2021-04-12,期刊,,351

近十年研究生思想政治教育研究的热点、主题及前沿——基于2011-2020年CNKI期刊文献的知识图谱分析,"['李磊', '马海鹰', '隋海瑞']",,2021-04-11,国际会议,,1

多学科协作模式在护理领域的应用——基于文献计量分析视角,"['马燕', '王再超']",卫生职业教育,2021-04-10,期刊,,78

优化营商环境的路径——基于知识图谱分析的视角,"['万超', '孔锴']",沈阳大学学报(社会科学版),2021-04-10,期刊,,158

国际教师教育研究的知识流动、演进路径与热点分析——基于教师教育领域八种SSCI权威期刊的知识图谱分析,"['杜静', '张抗抗']",比较教育研究,2021-04-10,期刊,,558

国际课程研究的代表人物与学术团体——基于《课程探究》等12种SSCI期刊作者共被引分析,"['刘方林', '陈时见']",全球教育展望,2021-04-10,期刊,,399

手持技术数字化实验在我国近20年的研究进展及现状——基于CiteSpace可视化分析,"['王晓芳', '鹿钰锋', '夏建华']",化学教学,2021-04-10,期刊,,403

近二十年我国教师课程能力研究的回顾与展望(2000—2020年)——基于CNKI文献的关键词共词分析与可视化呈现,['高嵩'],教育导刊,2021-04-10,期刊,,159

国际教育管理领域研究：知识基础与热点问题——基于5种SSCI期刊的知识图谱分析,"['熊艳青', '徐丹']",世界教育信息,2021-04-10,期刊,,161

title,authors,source,date,database,quote,download

我国博士生教育研究现状与进展——基于CNKI1130篇文献的知识图谱分析,"['马天', '孙丽坤', '王寿鹏']",山东高等教育,2021-04-10,期刊,,105

民族文化认同研究热点与前沿的知识图谱分析——基于CSSCI(1998-2020)数据,"['郭海霞', '曾刚']",西南民族大学学报(人文社会科学版),2021-04-10,期刊,1,715

中外文知识管理研究可视化对比分析：现状、热点与演化趋势,"['魏奇锋', '徐霞', '杨力']",科技管理研究,2021-04-10,期刊,,573

虚拟现实技术在知识图谱分析中的应用,['罗超'],信息与电脑(理论版),2021-04-10,期刊,,48

高校微信应用研究知识图谱分析,"['杨玉梅', '黎仁国']",现代信息科技,2021-04-10,期刊,,10

知识图谱赋能信息化教学创新,"['曾露', '李其娜']",现代信息科技,2021-04-10,期刊,,41

我国教师TPACK研究现状与热点——基于CiteSpace的知识图谱分析,"['王熙宁', '齐振国']",中小学电教,2021-04-10,期刊,,84

靶向制剂创新领域应用研究的知识图谱—基于Citespace的可视化分析,['张翠芳'],今日药学,2021-04-09,期刊,2,160

基于知识图谱（Citespace）的品牌管理研究综述,"['翁景德', '郑迪文']",中国集体经济,2021-04-09,期刊,1,377

我国延续护理的CiteSpace知识图谱可视化分析,"['张笑迪', '唐明霞', '唐露']",全科护理,2021-04-09,期刊,,478

基于CiteSpace的国内人工智能教育可视化分析,"['汪爱珠', '邓丽姣']",中国医学教育技术,2021-04-08,期刊,1,512

基于知识图谱的我国图书出版品牌研究可视化分析,['杜方伟'],科技与出版,2021-04-08,期刊,,215

基于CiteSpace男性不育症中医药研究的知识图谱可视化分析,[''],中国中西医结合杂志,2021-04-07,期刊,,365

联合图注意力和卷积神经网络的链接预测方法,"['王星', '王硕', '陈吉', '侯磊']",山西大学学报(自然科学版),2021-04-06,期刊,,234

党的十八大以来国家监察体制改革研究的知识图谱——基于CiteSpace分析,['红星'],法制与社会,2021-04-05,期刊,,171

新世纪以来我国中学物理教育研究的热点分布与前沿演进——基于高被引文献的知识图谱分析,"['李雅兰', '张静', '姚建欣']",物理教师,2021-04-05,期刊,1,597

基于专利信息的人工智能技术创新网络图谱研究,['赵程程'],中国科技论坛,2021-04-05,期刊,1,484

基于知识图谱的无人机应急救援研究可视化分析,"['刘亚威', '廖真真', '刘天辰', '郭昕曜']",科学技术创新,2021-04-05,期刊,1,130

国内学术创业研究特征及趋势——基于科学知识图谱的可视化分析,"['鞠伟', '周小虎']",江苏高教,2021-04-05,期刊,,365

互联网在线学习行为研究的热点及趋势——基于CSSCI和SCI文献的CiteSpace可视化分析,"['薛艳肖', '徐润森', '侯开宇']",中国教育信息化,2021-04-05,期刊,,229

title,authors,source,date,database,quote,download

大学生创新创业研究热点与趋势展望——基于CiteSpace可视化分析,"['刘裕章', '魏娜']",中国大学生就业,2021-04-05,期刊,,172

基于知识图谱的“课程思政”研究分析与展望,"['申世广', '姚瑶']",科教导刊,2021-04-05,期刊,,133

基于可视化分析的中国知识转移研究热点与展望,"['梁晶璇', '宋慧琪', '陈佑成', '郑琼娥']",农业图书情报学报,2021-04-02,期刊,1,419

基于CiteSpace的我国健美操研究的前沿热点与演化分析,"['鞠明晓', '王忠勇', '于文兵', '杜晓晨']",体育科技文献通报,2021-04-02,期刊,,439

运动促进机体免疫的研究进展综述,"['王琳', '何阳', '敬龙军']",体育科技文献通报,2021-04-02,期刊,1,363

国内外期刊乒乓球研究进展与热点,"['王紫卉', '张瑛秋']",体育科技文献通报,2021-04-02,期刊,,272

基于文献计量与知识图谱分析的真实世界研究发展现状及趋势,"['郭承鹭', '惠文', '何林', '李玲', '孙鑫']",生物医学工程学杂志,2021-04-01,期刊,1,542

大规模个性化定制研究的知识图谱分析,"['卢苇', '刘丹']",贵州大学学报(自然科学版),2021-04-01,期刊,2,239

中文数据库中医学人文和叙事医学文献的可视化分析,"['王晓敏', '邹于征', '王江波', '张艳慧', '徐婉琼']",医学教育研究与实践,2021-04-01,期刊,,175

赵炳南、朱仁康皮肤科流派用方经验知识图谱构建,"['张雨琪', '李宗友', '王映辉', '李敬华', '于琦', '', '朱玲', '姜威', '杨佳楠', '宋源', '于彤']",中国中医药图书情报杂志,2021-04-01,期刊,,221

我国中医计算机辅助诊断研究热点与趋势的知识图谱分析,"['石英杰', '李宗友', '赵攀', '杨硕', '刘成源']",中国中医药图书情报杂志,2021-04-01,期刊,,363

国际仿生领域高被引论文计量分析,"['田喜梅', '汪润茂']",科技情报研究,2021-04-01,期刊,,63

学科融合背景下中学可视化教学研究：概念、现状和意义——基于文献知识图谱的可视化分析,['郑行军'],齐鲁师范学院学报,2021-04-01,期刊,,139

我国图书馆知识管理知识图谱分析,"['罗媛', '朱子龙']",文化创新比较研究,2021-04-01,期刊,,45

基于深度学习的中文林业知识图谱的构建研究,['李想'],东北林业大学,2021-04-01,硕士,,189

基于知识图谱的我国运动训练监控研究可视化分析,['邹庆强'],文体用品与科技,2021-04-01,期刊,,53

基于知识图谱的国内中学体育研究可视化分析,"['钟天升', '廖韬']",文体用品与科技,2021-04-01,期刊,,20

腰痛康复研究的文献计量学和可视化分析,"['徐峰', '张秦', '陈小云', '谢娜', '靳婷婷', '', '高谦']",中国康复理论与实践,2021-03-31,期刊,,393

稀土元素示踪法探究坡面侵蚀进展与热点——基于CiteSpace计量分析,"['吴文枭', '倪世民', '王军光']",亚热带水土保持,2021-03-31,期刊,,106

20年来大学生就业研究热点及趋势——基于知识图谱的可视化分析,"['熊艳青', '徐丹']",教学研究,2021-03-31,期刊,,473

title,authors,source,date,database,quote,download

我国交通运输研究现状、热点及趋势的可视化分析,"['周波', '申丽萍']",交通运输部管理干部学院学报,2021-03-31,期刊,,128

基于Web of Science数据库的土壤呼吸知识图谱分析,"['刘波', '李学斌', '何高吉', '陈林', '庞丹波', '', '祝忠有', '刘丽贞', '吴梦瑶', '胡永强']",土壤通报,2021-03-30,期刊,,279

基于CiteSpace的国内医院托管研究文献计量分析,"['王冰倩', '赵平', '左煌', '杨嘉元', '徐旭', '', '任小烨', '姚红梅']",解放军医院管理杂志,2021-03-30,期刊,,91

基于知识图谱的网络舆情研判系统研究,"['张思龙', '王兰成', '娄国哲']",现代情报,2021-03-30,期刊,1,1013

科技文献中学术图表标注研究进展,"['丁培', '叶兰']",现代情报,2021-03-30,期刊,,139

我国餐饮研究的知识图谱分析,['荆林波'],扬州大学学报(人文社会科学版),2021-03-30,期刊,1,169

2000-2019年我国早期阅读研究知识图谱分析,['孙蕊'],图书馆研究,2021-03-30,期刊,,209

面向科技人才信息问答的查询需求及答案组织研究,"['刘紫琪', '白旭', '程子佳', '兰亚璇', '陈翀']",文献与数据学报,2021-03-30,期刊,,49

政策组合在治理研究中的发展与贡献——基于文献计量分析,"['郭雯', '董孟亚']",全球科技经济瞭望,2021-03-30,期刊,,69

基于WoS文献计量的食品科技研究现状分析,"['李琴', '石学彬']",科学观察,2021-03-29,期刊,,129

基于文献计量学的“十三五”生态环境监测研究热点分析,"['徐怡珊', '张甫', '文小明', '胡天洋', '张怡冰']",中国环境监测,2021-03-29,期刊,3,251

Analysis on Development Trend and Scientific Research Cooperation of NSFC,[],['数据挖掘'],2021-03-29,外文期刊,,

基于Citespace的知识服务可视化分析,"['薛莲', '魏晓蕾', '杨明珠']",现代商业,2021-03-28,期刊,,86

新时代社会治理思想探究——基于CiteSpace知识图谱分析,['张晨露'],决策探索(下),2021-03-28,期刊,,74

国内城市旅游研究的知识图谱分析,"['李东和', '蒋璐璇']",湖南人文科技学院学报,2021-03-28,期刊,,183

1965—2020年国际冬季奥运会研究热点分析,"['湛冰', '龙宋军', '袁彩萍']",湖南人文科技学院学报,2021-03-28,期刊,,82

用户画像方法在科技情报知识服务智慧化中的应用研究,['钱莉萍'],中国科技资源导刊,2021-03-28,期刊,,165
